accuracy,precision,recall,specificity,f1_score,TN,FP,FN,TP,total_samples,model_trained_on,evaluated_on,evaluation_time_seconds
0.8551135372680019,0.8341049172002597,0.8865535991265833,0.8236734914193676,0.8595298943705171,1617516,346267,222784,1740998,3927565,CRIC,SIPaKMeD,20.09663200378418
0.9096774089992472,0.8927008646952026,0.9312924085430776,0.8880624325851354,0.9115883820278503,829905,104607,64208,870303,1869023,SIPaKMeD,CRIC,10.049036741256714
